과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,179조 2항,사해심결에 대한 재심의 심판 성격,안녕하세요 변리사님~ 항상 고생 많으십니다!! 다름이 아니라 특허법 179조 2항에서 '제1항의 재심청구의 경우에는 심판의 당사자를 공동피청구인으로 한다' 라고 규정되어 있는데 이에 따라 사해심결에 대한 재심을 유사필수적 공동심판의 성격을 가진다고 해석하면 되는 것인지 궁금해서 질문을 올립니다. 아직 민사소송법을 공부하지 않아서 용어가 익숙하지 않네요 ㅠㅠ 감사합니다~,"안녕하세요? 공동피청구인으로 해야 한다는 것은, 고유필수적 공동심판이라는 것입니다. 열공하세요~", ,,20.06.26
특허법,조문,182조,후용권이 무상인 이유에 관해 질문드립니다.,"1차 수험과는 상관이 없는 것 같지만 [제182조]재심에 의하여 회복한 특허권에 대한 선사용자의 통상실시권(후용권) 과 관련하여 재심청구로 상반된 심결이 나왔다는 것은 무효,취소등이 되지 말았어야 할 특허권이 특허심판원에 잘못된 판단으로 무효,취소 등이 되었던 것인데 물론 공권적 판단을 신뢰한 실시권자도 보호해야 하지만 아무 잘못없는 특허권자 입장에선 원치않게 실시권이 그것도 무상으로 발생하는 것이 특허권자에게 너무 가혹하다는 생각이 드는데 변리사님 생각은 어떠신지 궁금해서 질문드립니다. 항상 친절한 답변 감사드립니다~",이익형량을 고려하여 대가를 결정하는 것입니다. 소멸되었다고 믿는 자를 보호하는 이익이 더 큰 것 같습니다. 열공하세요~, ,,20.09.16
특허법,조문,180조,‘무효심결 확정’시 기산일 관련,포스트잇 1번을 의미하는 거 맞나요?,네. 1번이 맞습니다. 열공하세요~, ,,21.01.20
특허법,조문,,정정심결 확정시 재심,"안녕하세요 임변리사님, 정정심판과 관련하여 궁금한 점이 있습니다. 현재 개정전 책을 사용하고 있어서 질문을 드리게 되었습니다. 전합 판례에 의해 확정된 정정심결은 확정된 판결을 뒤집을 수 있는 재심사유가 될 수 없다고 판시되었는데 그렇다면 사진의 주황색에 밑줄 친 부분에서 '판결' 부분이 없애야 하는지 궁금하여 질문을 드립니다. 감사합니다.","주황색의 사안은 청구항을 삭제한 경우로서, 무효심결의 확정 효과와 동일합니다. 전합 판결은 특허를 유지하기 위해 청구항을 변경하는 정정한 경우로서 본 사안과 관련없는 것으로 이해됩니다. 열공하세요~ 답글기능 더보기", ,,21.06.22
특허법,조문,178조,178조,만약 재심본안에서 재심사유의 존부를 판단할 때 재심사유에 해당하지만 이유가 없어서 기각된 경우에는 원심결의 확정을 취소하는 효과는 발생하므로 재심 이후에 일사부재리가 적용되지 아니하여 원심판을 다시 청구할 수 있는건가요?,기각심결에 대해 다시 일사부재리의 효과가 발생합니다. 제목이 질문규칙에 맞지 않으니 수정해 주세요., ,,21.06.30
특허법,조문,181조,재심으로 소멸된 특허권의 효력,안녕하세요 변리사님 181조에서 재심으로 인하여 회복된 특허권의 효력제한에 대해서 규정하고 있는데 이와 반대로 재심으로 인해 소멸된 특허권에 대해서는 규정이 없어 질문드립니다 특허가 재심으로 소멸되었다면 재심청구 전 실시하고 있던 침해자에 대해서 특허권자가 재심으로 소멸 뒤 손해배상청구 가능한지 궁금합니다 감사합니다,"소급소멸하면 손해배상청구가 안 될 것이고, 장래를 향해 소멸하면 가능할 것입니다. 제목이 질문규칙에 맞지 않으니 수정해 주세요~", ,,27.07.16
특허법,조문,181조,재심에 의하여 회복된 특허권의 효력 제한,"후용권 공부를 하다가 '확정'부분에 대해 의문이 생겨 이렇게 질문드립니다. 앞에서 재심사 부분에서 공부할 때 확정이란 ""통상적인 불복방법으로는 더 이상 불복할 수 없는 상태 또는 청구할 수 있는 기간이 지난 것""으로 이해했습니다. 1) 이 때 말하는 통상적인 불복방법이란 재심사 청구, 심판 청구, 심결취소소송 제기, 상고를 말하는 건가요? 2) 만약 앞서 말한 4가지만이 통상적인 불복방법이라면 책 962pg [그림 6-29] 후용권의 예에서 갑의 특허거절심결 확정 이후 재심청구는 통상적인 불복방법이 아닌건가요? 재심청구 역시 통상적인 불복방법이라면 어째서 확정 이후에 재심청구가 가능한 것인지 궁금합니다.",1. 네. 일반적인 불복방법입니다. 2. 네. 재심은 확정후 불복할 수 있는 비상의 불복방법입니다. 재심에 대한 이해가 부족해 보이네요. 그 부분을 공부해 보세요~, ,,27.08.05
특허법,조문,183조,재심에 의하여 통상실시권을 상실한 원권리자의 통상실시권,"1. 내용 리담특허법 책 963쪽~965쪽과 관련된 내용입니다. 전반적인 내용에 관한 질문이라 책 내용에대한 정리는 생략하도록 하겠습니다..! 재심에 의하여 통상실시권을 상실한 원권리자의 통상실시권은 강제실시권이 법정실시권으로 전환되는 경우이다. 2. 질문 원권리자의 통상실시권이 강제실시권에서 법정실시권으로 바뀌는 것이며, 이때 원권리자는 재심에서 상반심결 확정이 있든 없든 통상실시권을 갖게 되는 것은 똑같은데, 이 경우 특허권자 갑이 재심을 청구하는 실익이 없는 것이 아닌가 하는 의문이 듭니다. 재심이 인용되든, 기각되든, 각하되든 실시자인 을이 통상실시권을 갖게 되는 것은 똑같기 때문입니다. (즉, 어차피 을의 실시권을 막을 수 없는데 재심 청구를 왜 하는 것인가에 대한 의문입니다.) 통상실시권이 법정실시권이든 강제실시권이든 유상인데, 이 경우 대가의 정도가 달라지게 되는 것인가요? 또는 강의에서 설명하신 사안이 갑이 을이 재심청구전 선의로 실시사업 또는 사업준비를 하고 있다는 사실을 모르는 상태로 재심청구를 한 경우에 해당하는 것인가요? 그리고 통상실시권이 법정실시권이든 강제실시권이든 효력 내용에서 차이가 없는 것은 맞는 것이지요? 확인 후 답변주시면 감사드리겠습니다!","제183조의 법정실시권이 항상 발생한다고 전제로 질문을 하고 있네요. 제183조의 법정실시권은 그 요건을 만족했을 때만 인정될 수 있습니다. 한편, 대가와 효력내용은 차이가 없지만, 이전이나 질권 설정 여부는 차이가 있습니다. 법 제102조를 한 번 정독해 보세요~", ,,21.09.27
특허법,문제,178조,재심청구,"객관식 792페이지에서 질문드립니다. 2번 지문 ' 특허법 36조를 이유로 하는 거절결정에 대해 불복심판을 제기하지 않아 거절결정이 확정된 이후 선출원된 등록권리가 무권리자의 출원임을 이유로 소급 무효가 되었더라도 재심으로 그 거절결정에 대하여 다툴 수 없다' 다른 분께 답변해주신걸보니 심판원까지 불복하지 않아서 확정된 심결이 아니라고 말씀해주신 내용을 봤습니다. 위 지문에서 거절결정이 확정되었다는 것은, 거절결정 등본 송달 후 30일이 지나 더 이상 거절결정불복심판을 청구할 수 없는 상태인 것이 아닌가요? 어느 부분에서 제가 잘못 생각하고 있는지 궁금합니다. 감사합니다.",뭘 잘못 생각하고 있다는 것인지 잘 모르겠네요. 거절결정이 심사단계에서 확정되었기 때문에 재심의 대상이 아니라는 것이 요지입니다. 열공하세요~,재심의 청구대상이 확정된 '심결'인데 위 지문에서 재심을 청구할 수 없는 이유는 거절'결정'이 확정되었기 때문인가요? 거절결정과 거절에 대한 심결의 차이를 잘 모르겠습니다. 심사관이 내린 처분이 결정이고 심판으로 넘어가 심판관 합의체가 내린 처분이 심결인가요??,리담 특허법 심사파트에서 거절결정의 확정 그림 읽어보세요,21.11.24
특허법,조문,181조,1항 2호,소극적 권범확이 인용되었다가 재심으로 상반되는 심경이 확정된 경우에만 해당되는 건가요? 적극적 권범확 기각판결의 경우도 포함인지 궁금합니다,특별히 조문에서 이를 구분하고 있지 않습니다. 둘 다 포함된다고 해석됩니다. 열공하세요~ 답글기능 더보기, ,,21.11.28
특허법,조문,180조,재심청구 기간의 기산점,사유가 발생한 날이 기산일이 된다와 사유가 발생한 날 다음날이 기산일이 된다는 표현이 전자의 경우 초일불산입으로 인해서 결국 두 표현 모두 사유 발생 다음날이 기산일이 된다라는 똑같은 결론에 이른다고 되어있는데 문제를 풀던 중에 관련해서 질문드립니다. 객관식 886페이지 4번 지문에서 재심사유가 특허취소결정 또는 심결확정 후에 생긴 때에는 제180조 3항의 3년의 기간은 그 사유가 발생한 날이 기산일이 된다. 라는 지문이 틀린 이유가 기산일이나 기산일의 다음날이나 결국은 같은 의미이지만 조문상 '안 날의 다음날부터 기산한다'라고 되어있기 때문에 조문의 표현과 맞지 않아 틀린 지문이 되는 것인가요? 감사합니다,잘못 이해하고 있네요. 사유가 발생한 날부터 기산한다 = 사유가 발생한 다음날부터 기산한다 = 다음날이 기산일 이라고 이해해야 합니다. 열공하세요~, ,,21.12.09
특허법,조문,180조,재심청구기간,확정 되었다 > 4/4 0시에 확정되었음을 의미하나요?,네. 그렇습니다., ,,21.12.09
특허법,문제,178조,재심청구전 특허권의 효력이 미치지 아니하는 범위,"안녕하세요 객관식 891페이지에서 질문드립니다. 문제에서 효력이 미치지 아니하는 범위로 볼 수 있는 것을 묻고 있는데, 1번 지문에서 '해당심결이 확정된 후 재심청구등록 전에 한 해당 발명의 선의의 실시'가 틀린지문으로 되어있습니다. 왜 효력이 미치지 않는 범위에 해당하는지 잘 모르겠습니다. 해당심결=특허무효심판 or 존속기간연장등록 무효심판 으로 생각하면 안되는 것인지 궁금합니다. 감사합니다!","심결은 결정계 2가지, 당사자계 5가지, 총 7가지 심결이 있습니다. 이 중 법 제181조의 효력제한에 포함되는 심결은 3가지뿐입니다. 열공하세요~", ,,22.01.09
특허법,문제,,재심 관련 질문 드립니다,"특허법 리담 객관식 902번 재심과 관련된 옳은 보기를 찾는 문제에서 보기 5번: 재심 사유가 있다고 인정되는 이상 재심의 대상이 되는 원심결을 파기하고 다시 심결을 하여야 한다. 가 옳은 보기로 답으로 되어있습니다. 수업시간에 파기는 심급관계가 존재할 때 하는 거라고 하셨는데, 재심은 재심사유가 있는 심결에 대해 다시 심리하는 것이라 알고있는데 여기서도 파기라는 단어를 써도 상관이 없는건가요? 해설에는 “원심결을 취소하고~” 라고 적혀있는데, 이 5번 보기에서 취소와 파기는 같은 뜻으로 쓰였고 이렇게 써도 무방한건가요?","취소가 옳은 표현입니다. 다만, 객관식의 특성상 상대적으로 정답을 고르면 됩니다. 열공하세요~", ,,22.05.09
특허법,조문,178조,재심사유가 없는 경우,"안녕하세요. 재심사유는 직권조사사항인데, 재심사유가 없는 경우에 기각심결을 하는 이유가 무엇인지 모르겠습니다. (리담 특허법 21팜 1239페이지) 보통은 직권조사사항 흠결은 각하라고 생각했는데 왜 기각심결응 하는 것인가요?","1. 직권조사사항이라는 것은 청구의 포기, 인락, 자백 등에 의해 재심사유가 결정되지 않는다는 의미로 이해하면 됩니다. 2. 재심의 본안은 (재심사유의 존부)+(원심판의 본안)으로 구성되기 때문에 재심사유가 없으면 기각하는 것으로 이해하면 됩니다. 다만, (재심사유의 존부)에 대해서 재심의 본안으로 볼 것이 아니라, (원심판의 본안)을 하기 위한 요건으로 본다면 각하하는 것이 맞습니다. 3. 질문하셔서 다시 살펴보니, 과거에는 재심의 본안으로 본다는 것이 다수적인 견해인 것 같았는데, 최근에 나온 책들은 재심사유가 없을 때 각하한다고 기술된 책이 꽤 있네요. 이건 판결을 한 번 검토한 후 다시 답변을 하도록 하겠습니다. 열공하세요~ 제목에 [제178조] 삽입해 주시고요. 심판 실무(심판 편람)를 살펴보니, 기각한다고 되어 있네요. 정리하면, 재심사유가 아닌데 재심청구하면 각하, 재심사유인데 그 이유가 타당하지 않으면 기각 이렇게 이해하면 됩니다.", ,,22.11.13
특허법,문제,181조,특허권의 효력제한,"안녕하세요. 특허법 181조 2항에서 1항 각호의 어느 하나에 해당하는 경우 ~ 효력이 제한된다고 나와 있으니, 단순히 2항 각호에 해당한다는 사유만으로는 특허권의 효력이 제한되지 않는다고 보는 것인가요? 객관식 문제 풀다가 문의 생겨서 글 남깁니다. 즉, 1. 해당 특허취소결정 또는 심결이 확정된 후 재심청구 등록 전에 한 해당 발명의 선의의 실시 -> 효력제한(X) 2. 무효가 된 특허권이 재심에 의해 회복된 경우 해당 특허취소결정 또는 심결이 확정된 후 재심청구 등록 전에 한 해당 발명의 선의의 실시 -> 효력제한(O) 이렇게 보는 것인가요?","제대로 이해하고 있네요. 문의한 것처럼, 제2항에서 효력 제한은 (제1항 각호에 해당할 것) * (다음 각호의 어느 하나의 행위에 해당할 것)을 만족하면 됩니다. 열공하세요~", ,,23.01.11
특허법,조문,185조,재심과 취소소송의 심리범위,[185] 당사자계 심판에서 취소소송심의 심리범위가 제한되는 이유가 강행규정에 해당하는 의견서 제출 기회를 부여할 수 없기 때문이라고 생각하면 되는지 재심의 경우 재심청구의 이유 범위내로 제한되는 이유는 추가적인 심리 기회를 부여한 것이기 때문에 다른 이유에 대해 논할 기회를 줄 이유가 없기 때문이 맞는지,"1. 잘못 알고 있네요. 당사자계 심판의 심결취소송송은 심리범위가 제한되지 않습니다. 결정계 심판의 심결취소소송의 심리범위가 제한됩니다. 이는 심사, 심판단계에서 의견제출기회를 부여하여 실질적인 대응기회를 주는 것이 강행규정이기 때문입니다. 2. 재심의 비상의 불복신청방법이기 때문에 제한된 범위내에서 심리를 진행하겠다는 취지입니다.", ,,23.01.18
특허법,문제,178조,재심 직권심리,직권심리할 때 당사자가 청구하지 아니한 이유에 대해서도 심리할수 있다는 심판 조문이 준용된다고 생각해서 1번과 3번을 골랐는데요 3번이 왜 틀린지문인지 궁금합니다,"기본서의 재심파트를 보면 다음과 같이 기술되어 있네요. 한편, 재심에 대한 심리는 재심청구이유의 범위에서 하여야 한다(法 185 준용 民訴法 459①). 이는 통상 심판의 경우에 직권심리주의의 입장에서 당사자가 신청하지 아니한 이유에 대해서도 심리할 수 있는 것과는 현저하게 다르다. 그 이유는 재심은 당사자가 청구하는 취지와 이유가 명확하고 또한 확정된 특허취소결정 또는 심결에 대한 급조된 불복신청방법이므로 심리의 범위를 한정해도 부당하지 않기 때문이다.", ,,23.01.26
특허법,조문,181조,재심에 의하여 회복된 특허권의 효력제한,안녕하세요 4181조 1항에서 '해당 특허취소결정 또는 심결이 확정된 후' 란 1호 무효심결확정 후 재심청구 등록전 2호 권리범위에 속하지 아니한다는 심결확정 후 재심청구 등록전 3호 거절 취지 심결 확정 후 재심청구 등록전 4호 취소결정 확정 후 재심청구 등록전 을 뜻하는 것이 맞나요? 그렇다면 객관식 904번 재심에 의하여 회복한 특허권의 효력이 제한되는 겅우는? -거절을 할 것이라는 심결이 있었던 특허출원에 대하여 재심에 의하여 특허권 설정의 등록이 있을 때 이 선지가 맞는 선지로 되어있는데 그냥 3호 조문 그대로이므로 맞다고 생각하면 될까요? 감사합니다,"잘못 이해한 부분이 있네요. 다만, <해당 특허취소결정 또는 심결이 확정된 후> * <상반된 심결 또는 결정이 확정된 경우>에 법 제181조제1항 각호에 해당합니다. 따라서, 조문이 맞는 표현입니다.",그렇다면 3호에서 '거절 취지 심결이 있었던'에 심결확정까지 포함된 것으로 보면 되나요?,추가문의하신 걸 보니 재심의 개념에 대한 이해가 부족하네요. 재심은 <확정>된 심결 또는 취소결정에 대한 비상의 불복방법입니다.,23.01.29
특허법,조문,178조 2항,재심사유,"안녕하십니까 변리사님, 항상 유익한 강의 감사드립니다. 특허법 제178조 2항에서 준용하는 민사소송법 제451조 1항 8호와 관련한 판결(2020. 1. 22. 2016후2522 전원합의체) 중 ""특허무효심판에 대한 심결취소소송의 사실심 변론종결 이후에 정정심결이 확정된 것이 ‘판결의 기초로 된 행정처분이 다른 행정처분에 의하여 변경된 때’에 해당하여 민사소송법 제451조 제1항 제8호의 재심사유가 되는지 여부""와 관련하여 여쭙고 싶은게 있습니다. 민사소송법 제451조 제1항 제8호는 ‘판결의 기초로 된 행정처분이 다른 행정처분에 의하여 변경된 때’를 재심사유로 규정하고 있다. 이는 판결의 심리·판단 대상이 되는 행정처분 그 자체가 그 후 다른 행정처분에 의하여 확정적·소급적으로 변경된 경우를 말하는 것이 아니고, 확정판결에 법률적으로 구속력을 미치거나 또는 그 확정판결에서 사실인정의 자료가 된 행정처분이 다른 행정처분에 의하여 확정적·소급적으로 변경된 경우를 말하는 것이다. 여기서 ‘사실인정의 자료가 되었다’는 것은 그 행정처분이 확정판결의 사실인정에서 증거자료로 채택되었고 그 행정처분의 변경이 확정판결의 사실인정에 영향을 미칠 가능성이 있는 경우를 말한다. 라고 나와있는데 제가 이해한 게 맞는지 의심이 들어서 여쭤보고 싶습니다. 예를 들어 음주운전으로 면허정지 처분을 받고 운전을 하다가 형사재판을 받다가 면허정지 처분이 취소된다면 민사소송법 제451조 제1항 제8호의 재심사유에 해당한다고 생각했습니다. 면허정지 처분은 판결의 기초로 된 행정처분이고 그것이 다른 행정처분에 의하여 변경됐기 때문입니다. 반면 위 특허무효심판 심결은 판결의 기초로 된 처분이 아니라 판결의 심리, 판단대상이 되는 행정처분 그 자체이기 때문에 정정심결이 확정돼도 재심사유가 될 수 없다고 생각했습니다. 긴 글 읽어주셔서 감사합니다.","잘못 이해하고 있네요. 정정심결의 확정에 의하여 소급효가 인정되는 특허결정은, 심결취소소송의 심리대상인 행정처분(무효심결)이 아니라는 의미입니다. 답글기능 더보기 이전 목록으로 이동 1 다음 목록으로 이동", ,,23.07.24
특허법,문제,180조,대리권의 흠을 이유로 재심을 청구하는 경우,"2023년도 변리사시험 산업재산권법 15번문제이고, 리담특허법 301페이지 2번문제 입니다. 원칙:당사자는 특허취소결정 또는 심결 확정 후 재심사유를 안 날부터 30일 이내에 재심을 청구하여야 한다. 예외:대리권의 흠을 이유로 재심을 청구하는 경우에 제 1항의 기간은 청구인 또는 법정대리인이 특허취소결정등본 또는 심결등본의 송달에 의하여 특허취소결정 또는 심결이 있는 것을 안 날의 다음 날부터 기산한다. 위 내용에 따르면, 문제에서 심결등본의 송달에 의하여 특허무효심결이 있는 것을 알게된 날은 2023.2.13이고, 이 날부터 30일은 2023.3.15이므로 ㄹ 보기는 옳은 선지가 아닌가요? 리담특허법 답지에는 ㄹ선지가 틀렸다고 되어 있어서 질문 드립니다.",문제의 오류가 있는 것으로 정답없음이 맞습니다., ,,23.09.07
특허법,조문,180조,재심청구의 기간,"안녕하세요. 변리사님 질문이 있어 이렇게 질문을 적습니다. ""法180① 재심사유를 안 날로부터 30일 이내 재심을 청구하여야 한다."" 인데 만약에 특허무효심판에 대한 심결이 2023년 9월1일에 확정되었고 2023년 9월3일에 재심사유를 알게되었다면 9월3일을 포함하여 30일인가요 아니면 9월4일 0시부터 30일인가요?",제14조 제1호에 의하여 초일은 산입되지 않습니다., ,,23.09.08
특허법,조문,185조,재심의 심결 내용 관련 질문,"대응되는 법조문이 없어 185조로 달았습니다. 안녕하세요 변리사님 책 1238쪽 4. 심결 파트에서 모르는 부분이 생겨 질문 드립니다. 다음은 책의 원문입니다. >> 즉, 재심사유가 존재하는 경우에는 원특허취소결정 또는 심결의 결과가 정당하더라도 바로 재심청구를 기각하는 취지의 결정 또는 심결을 하여서는 아니된다. 이 문장이 잘 이해가 안되는데요. 원특허취소결정 또는 심결의 결과가 정당하면, 본안심리할 때 재심청구를 기각해야 하는 것이 맞는 것처럼 보여서요 혹시 재심에서는 본안심리할 때 재심사유가 있는 것으로 인정되면 원특허쉬초결정 또는 심결을 취소하고 본안에 대한 심리로 들어가기 때문에 위 상황에서는 ""재심청구를 기각한다""라는 취지의 결정이나 심결이 아니라 ""원특허취소결정 또는 심결과 같은 결정 또는 심결""을 해야하는 것인가요? 저작자 표시컨텐츠변경비영리","네, 이해한 내용이 맞습니다~", ,,23.10.17
특허법,조문,180조,재심 청구기간,"안녕하세요 재심 청구기간 관련 문제 풀던중 궁금증이 생겨 질문드립니다. 재심의 사유를 안 날이 23/2/6이라고 가정했을 때 180조 1항에서 ""재심의 사유를 안 날로부터 30일""의 경우 초일불산입으로 인해 기산일은 23/2/7이고, 특허취소결정 또는 심결이 있는 것을 안 날 이 23/2/6이라고 가정했을 때 만약 대리권의 흠이 있어 180조 2항이 적용되는 경우이면 ""특허취소결정 또는 심결이 있는 것을 안 날의 '다음날'부터 기산""하므로 기산일이 마찬가지로 23/2/7이 되는것이 맞을까요? 기산점을 계산해 봤을 때 180조 2항의 '다음날'이 사실상 의미가 없는게 아닌가 생각이 들어 헷갈려서 질문드립니다",다음날은 초일불산입의 원칙을 표현한 것이라고 이해하면 됩니다., ,,23.10.21
특허법,조문,182조,재심에 의하여 회복한 특허권에 대한 선사용자의 통상실시권,"182조의 조문을 보면, 제181조제1항 각 호의 어느 하나에 해당하는 경우에>>(???) 해당 특허취소결정 또는 심결이 확정된 후 재심청구 등록전에>>(시기적 요건) 국내에서>>(지역적 요건) 선의로>>(주체적 요건) 그 발명의 실시사업을 하고 있는 자 또는 그 사업을 준비하고 있는자는>>(객체적 요건) 이렇게 요건들이 있는데, 그 중 [제181조제1항 각 호의 어느 하나에 해당하는 경우에]는 무슨 요건에 해당하나요? (주체적 요건/시기적 요건/객체적 요건/그 외 요건?)",시기적 요건 중 하나입니다., ,,23.12.02
특허법,문제,178조,리담기출문제 301p,ㄴ선지 이렇게 푸는거 맞나요?,네 맞습니다, ,,24.01.28
특허법,문제,180조,재심청구기간,"안녕하세요, 리담기출 2번 문제에서요, 질문1. 보기 ㄷ에서 180조 1항의 초일산입에 의해 23/2/6(기산일)~23/3/6(만료일) > 180조 1항에 따른 23/3/5까지 재심을 청구할 수 있는 기간 아닌가요? (4항에따른 기간계산은 나오는데 1항에따른 기간 계산의 어느부분에서 실수가 있는지 보이지 않습니다ㅜ) 질문2. 보기 ㄹ에서요, 180조 2항에 따른 재심청구기간은, 23/2/13일의 다음날인 23/2/14(기산일)~2월이 28일이니까 14일을 뺀 14일을 3월에서 더한 23/3/15(만료일) -1일 = 23/3/14일이 나오는데요, 어디에서 계산이 실수가 있었는지 궁금합니다..! 마지막으로 지문 해설만 보면 정답은 ㄴ,ㄹ이 되어야할 것같은데 ㄴ,ㄷ으로 되어있는 부분도 궁금합니다~~! 감사합니다~","1. 자연적 계산을 못하고 있네요. 초일(2.6)-기산일(2.7)-계산방법(30일-자연적)-만료일(3.9의 전일=3.8)입니다. 2. 자연적 계산을 못하고 있네요. 30일에서 14일을 빼면 16일이 나오고, 그 16일을 다음달로 넘겨 계산합니다. 3. ㄴ, ㄹ이 맞습니다. 오타네요. 열공하세요~", ,,24.08.27
특허법,문제,180조,재심 청구기간,1. 문제에서 180조 3항의 심결확정 후 3년의 심결확정을 등본 송달 전 심결시로 보았는데 저는 등본송달 후 30일이 지난 후 확정된다고 알고있었어서 헷갈립니다. 180조에서 심결확정시기를 주어진 문제처럼 등본송달 전 심결시로 보고 계산하면 되는건가요? 2. 1번 질문처럼 심결확정시기를 결정한다면 180조 2항의 대리권 흠결을 등본 송달 전에 알아도 등본송달 후 30일 이내에 재심울 청구할 수 있는건가요?,문제 어디에서 심결확정을 동본 송달전 심결시로 보고 있을까요? 뭔가 잘못 이해하고 있는 것 같네요.,답변 감사합니다. 문제에서 심결확정시는 1.27일이고 등본송달에 의하여 특허무효심결이 있는 것을 알게된 날은 2.13일로 되어있어 그렇게 생각했습니다.,"해설을 다음과 같이 이해하고 넘어가면 되겠네요. ""[문제의 사실관계]는 민사소송법 제451조 제1항 각호의 재심사유 중 제3호의 “법정대리권ㆍ소송대리권 또는 대리인이 소송행위를 하는 데에 필요한 권한의 수여에 흠이 있는 때”의 사유와 제11호의 “당사자가 상대방의 주소 또는 거소를 알고 있었음에도 있는 곳을 잘 모른다고 하거나 주소나 거소를 거짓으로 하여 소를 제기한 때”에 해당한다. 특허권자에게 심결등본이 송달되었다면 2023. 1. 27. 무효심결이 확정되기 전인 당사자에게 2022. 12. 28. 무효심결등본 송달에 의하여 무효심결이 있다는 것을 알 수 있기 때문에 [문제의 사실관계]를 만족할 수 없다. 이를 토대로 문제를 해석해보면, 대리권이 없는 무권대리인에게 무효심결등본이 송달되거나 공시송달에 의하여 송달된 후 30일이 지나서 2023. 1. 27. 오전 0시에 확정되었으나, 2023. 2. 13.에 특허권자가 심결등본의 송달(공시송달 포함)에 의하여 특허무효심결이 있는 것을 알게 되었다는 것을 알 수 있다.""",24.11.14
특허법,조문,180조,대리권 흠을 이유로 재심청구,안녕하십니까 늘 양질의 강의 감사드립니다. 180조2항에서 대리권 흠을 이유로 재심청구시 등본송달에 의하여 심결이 있는 것을 안 날의 다음날부터30일로 알 수 있습니다. 이때 재심은 확정된 심결만 청구할 수 있는데 심결확정은 등본 송달받은날부터 30일이므로 대리권 흠을 이유로한 재심청구기간은 심결확정이 되면 기간이 종료되기에 재심청구를 할 수 없는것처럼 이해돼서 헷갈려 질문드립니다. 감사합니다!!,여기서 등본 송달은 본인(당사자)에게 송달된 것을 말합니다. 대리인에게 송달되어 확정되더라도 본인에게 다시 송달된 경우 그 날로부터 30일 이내 재심을 청구할 수 있습니다. 열공하세요~, ,,24.11.26
특허법,조문,181조,재심에 의하여 회복된 특허권의 효력제한 실효성,"안녕하세요 182조에 후용권이 인정되지 않을시 181조의 효력제한이 실효성이 있다고 하셨는데 그럼 181조의 효력제한이 실효성이 있다라는 의미가 회복된 특허권의 효력이 구간에 선의의 물건,실시행위,간접행위에 미친다는 의미안가요?","제182조가 인정되면 심결(취소결정)확정 후 재심청구 등록 전뿐만 아니라 그 후에도 실시사업을 계속 영위할 수 있지만, 제182조가 인정되지 않으면 제181조에 의해 심결(취소결정)확정 후 재심청구 등록 전 사이의 선의의 물건, 실시, 간접침해행위에만 효력이 제한되고, 그 후에는 효력이 제한되지 않는 것입니다. 열공하세요~", ,,24.11.29
특허법,문제,170조,재심청구,"안녕하세요 변리사님. 민소법 451조 1항 8호에서는 판결의 기초가 된 민사나 형사의 판결, 그 밖의의 재판 또는 행정처분(=편의상 A)이 다른 재판이나 행정처분(=편의상 B)에 따라 바뀐 때 를 재심사유로 규정하고 있는데요! 밑에 1번 선지 관련하여, 특허 침해에 관한 민사, 형사 판결이 A이고, 특허무효심결확정이 B인 것인가요?? 그렇다면, 특허침해소송에서 지더라도 후에 특허무효심판을 청구해서 특허가 무효가 된다면 재심을 청구해서(이기면), 침해가 아니게 되는 것인가요??","네, 그렇습니다", ,,24.12.11
특허법,문제,180조,재심청구의 기간,기본서 1183페이지에 각주 332번에 심결이 있는 것을 ‘안날로부터 기산’과 ‘안날의 다음날부터 기산’이 똑같이 첫날을 계산에 넣지 않고 기산일이 안날의 다음날이라고 나와 있습니다. 그런데 상표법 55회 기출문제 중에 24번에서 정답은 3번으로 안날의 다음날부터 기산이므로 틀린 지문이라고 합니다 두 내용이 반대인데 어떻게 이해해야 할까요ㅜ,"그 당시 기출문제에 대해 이의신청을 했지만, 출제자가 받아들이지 않았고, 행정소송까지 이어지지 않아서 그냥 종료된 건으로 알고 있습니다.", ,,25.01.29
특허법,문제,181조,특허권 효력이 미치지 않는 범위,"리담 객관식2 p332 9번 문제에서 답이 5번인데 1,2,3번이 왜 틀린것인지 모르겠습니다. 1번은 181조 2항1호에 해당하는 선지 아닌가요? 혹시 2,3번은 간접침해이기 때문에 '실시'가 포함되지 않아서 오답인 것인가요?(간접침해는 생양대수청)","1, 2, 3번 지문의 경우 제181조제1항각호의 심결(취소결정)에 한하여 효력이 제한되는 것이며, 모든 심결에 대하여 효력이 제한되지 않습니다. 해설에 잘 설명이 되어 있네요~",앗 그렇다면 지문의 ‘해당 심결’은 모든 심결을 의미하는 것인가요??,심결의 종류가 정해지지 않았으니 맞는 지문이라고 할 수 없지 않을까요?,25.04.27
