과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,시규40,심사의 보류,"ez특허법 교재 p.497 심사의 보류 설명하실때, 1년 6월 전 특허결정의 경우 확대된선출원위반 여부는 판단하지 않고 1년 전 특허결정의 경우 선출원위반여부 판단하지 않는다고 설명하셨는데요.. 선출원 위반여부 판단시 조약우선권때문이라고 하셨는데.. 갑이 일본출원을 먼저하고 을이 한국출원을 하면 을의 출원이 1년 안에 특허결정 된다고 해도 갑의 조약우주출원의 출원일이 일본출원시로 소급되지 않으니 을의 선출원지위는 문제 될수 없지 않나요???","판단시점이 소급한다는 것은 발명단위로 제29조 및 제36조 등을 판단함에 있어서 판단시점이 별개로 된다는 것이며, 만일 일본출원일로 판단시점이 소급되는 발명이 있다면, 그 발명은 그 시점부터 선출원의 지위를 갖게 됩니다.", ,,13.07.18
특허법,조문,제65조,출원공개의 효과,"안녕하세요~~ 보상금청구권에 관해 질문드립니다. 출원공개된 발명에 관해 업으로 실시하고 있는 제 3자에게 경고를 하는 것이잖아요. 그 때 '출원공개된 발명'은 최명도에 기재된 것인가요 아니면 특청에 기재된 것인가요? 특청의 확장인지 삭제인지에 따라 재경고가 필요한지 여부에 관한 문제를 다시 리뷰하다가 질문하게 되었습니다. 구체적으로 제가 필기한거 사진인데요~ 갑이 을병정에게 모두 경고했는데 A,B,C는 최명도범위이고, 재경고를 할 때는 특청의 확장,삭제에 따라 달라지잖아요. 질문의 요지는 자신의 발명 최명도에 포함되어 있으면 특청 즉 보호받고자 하는 범위에 있지 않아도 보상금청구권이 발생하는지 여쭈고 싶습니다 ~!","발생하지 않습니다. 다만, 경고는 자기 마음대로 할 수 있습니다.", ,,13.08.11
특허법,조문,제64조 1항,"출원공개의 시점에 있어, 그것이 이중우주인 경우 출원공개 시점에 관하여 입니다.","안녕하세요 임병웅 변리사님. 항상 답변 감사드립니다~. 64조 1항 3호 최선출원일 기준 1년6월 경과한 때 출원공개 된다가 혼동이 되서 이렇게 질문드립니다. 제가 생각하기에는 3호의 최선출원일을 기준으로 1년 6월이 경과한 때란 그것이 복합우주인 경우이고, 누적적우주에 의한 이중우주의 경우에 있어서 그 출원공개 시점은 64조1항 1호, 2호에 따라 정해진다. 예를 들어 국외출원 X 로부터 1년 이내에 X기초 조약우주출원 Y가 있고 Y기초 국내우주출원도 있는 경우, 각 각의 출원공개 시점에 있어 Y출원은 X국외출원일로부터 1년 6개월이 되는 때 (Y출원일로부터 1년 6월이 되는 때에는 확선의 지위 발생을 위한 출원공개의제 한번더) Z출원은 Y출원일로부터 1년 6개월이 되는 때. 인 것 같은데, 이렇게 생각한 것이 맞는지 궁금합니다. 덧붙여서, `최선출원일` 이라는 용어가 쓰이는 경우는 i) 복합우주인 경우 - 출원공개 시점을 정하기 위하여(64조1항3호), 조약우주출원이 복합우주인 경우 증명서류제출기간의 기산일(54조5항2호.3호.) 우선권주장출원을 한 경우에 있어 우선기간 만족시 우선권주장 보정 또는 추가가능한 기간 1년4개월에 있어 우선권주장추가 에 의해 복합우주가 된 경우 그 보정 또는 증명서류의 제출의 기산일(54조7항, 55조7항) ii) 우선권주장출원에 대한 분할,변경출원 - 우선권주장출원의 기초가 된 원출원으로 부터 1년 6개월이 경과한 후, 우선권주장출원에 대한 분할,변경출원이 명세서에 특청 을 기재하지 않은 경우 불수리 하기 위하여. 위 와 같은 두 경우에만 쓰인다. 라고 정리를 하였는데, 맞는 것인지 궁금합니다. 즐거운 추석 되세요~", 1. 생각하신 내용이 맞습니다. 2. 최선일은 어렵게 생각할 것이 없습니다. 우주 수반시 우주의 기초가 되는 출원의 가장 선출원일이라고 이해하시면 됩니다., ,,13.09.18
특허법,조문,제63조,최후거절이유통지에 관하여,"안녕하세요 임병웅 변리사님. 항상 답변 감사드립니다^^. 오늘도 좋은 하루 되세요.` 이지특허법 제10판 489페이지 각주 22) 예2. 와 추록 p.73 최후거절이유통지에 대한 구체적인 예(각주 74.)에 관하여 [예1] 보정전 청구항 구성요소 A 및 B에 C를 부가한 장치 에 관하여 `A 및 B`라는 표현이 구성요소를 선택적으로 기재하지 않아 발명의 구성이 불분명하다는 거절이유가 있은 후, 보정후 청구항 구성요소 A 및 B에 D를 부가한 장치 로의 보정에 관하여, 이는 구성 D를 부가한 것과 관계없이 보정 전 청구항에 존재하던 거절이유로서 보정에 의해 발생한 거절이유가 아니므로 최후거절이유통지 대상이 아니다(추록). (즉, 최초거절이유통지. 이지10판) 라고 되어 있는데, 보정전 청구항과 보정후 청구항 모두 `및` 이라는 제48조 제8항 다항제 기재방법을 위반하고 있고, 이는 원거절이유에 대한 거절이유가 해소되지 않은 것이므로, 동일한 거절이유에 대하여는 2번의 거절이유통지를 하지 않고 거절결정을 해야 할 것 같은데, 거절결정 되지 않고 단순히 최초거절이유통지가 되는 이유에 관하여 궁금합니다.","왜 42조 8항의 다항제 기재방법이라는지 잘 모르겠습니다. 다항제 기재방법에서 선택적 기재는 청구항을 인용할 때 적용되는 것이지, 구성요소를 기재할 때 적용되는 것이 아닙니다.", ,,13.09.25
특허법,조문,"제54조, 제55조",국내우주에서 기초출원의 선출위지위가 왜 인정되는지 궁금합니다.,"1. [54조]조약우주에서 조약우주기초출원(X)의 선출위지위가 왜 인정되는지 궁금합니다. 제가 이 그림을 이해한 바로는 해외에서의 선출원(X)를 기초로 국내에서의 후출원(Y)에 조약우주를 한 상태입니다. 이 때 맨 아랫줄 '선출원의 지위 - Y의 특청에 기재된 발명 중 X의 최명도에 기재된 발명' 이 이해가 안갑니다. 첫째로 출원 X는 해외출원인데 국내주의인 선출원주의가 왜 인정이 되는지와, 둘째로 조약우주 출원 Y에 의하여 선출원X의 출원일로 소급되는 것은 'Y의 특청에 기재된 발명 중 X의 최명도에 기재된 발명'의 판단시점이지 출원일이 아니기 때문입니다. 마지막으로 'Y의 특청에 기재된 발명 중 X의 최명도에 기재된 발명' 은 선출원X의 출원공개 의제에 의한 확선의 지위로 선출원의 지위 말고라도 등록금지적 효력이 존재하기도 하니깐 또 선출원지위가 꼭 필요하지도 않아보이네요. 2. [55조]국내우주에서 국내우주기초출원(X)의 선출위지위가 왜 인정되는지 궁금합니다. 위 질문과 약간 비슷하면서 차이가 있긴합니다. (차이부분만 Bold처리하였습니다) 제가 이 그림을 이해한 바로는 국내에서의 선출원(X)를 기초로 국내에서의 후출원(Y)에 국내우주를 한 상태입니다. 이 때 맨 아랫줄 '선출원의 지위 - Y의 특청에 기재된 발명 중 X의 최명도에 기재된 발명' 이 이해가 안갑니다. 첫째로 출원 X는 공개전 취하간주 되었으므로 그 어떤 등록금지적 효력도 남아있지 않아야 하지 않나요? 둘째로 국내우주 출원 Y에 의하여 선출원X의 출원일로 소급되는 것은 'Y의 특청에 기재된 발명 중 X의 최명도에 기재된 발명'의 판단시점이지 출원일이 아니기 때문입니다. 마지막으로 'Y의 특청에 기재된 발명 중 X의 최명도에 기재된 발명' 은 선출원X의 출원공개 의제에 의한 확선의 지위로 선출원의 지위 말고라도 등록금지적 효력이 존재하기도 하니깐 또 선출원지위가 꼭 필요하지도 않아보이네요. 특허법 공부를 처음 하다 보니 이익제도, 특허요건들이 앞 뒤로 뒤죽박죽 많이 헷갈리네요. 바쁘시겠지만 제가 잘못이해하고 있다던가, 놓치고 있는 중요한 포인트가 있다면 추가로 짚어주시면 감사하겠습니다.","1. Y 출원이 선출원의 지위가 인정되는 것이지, X 출원이 선출원의 지위가 인정되는 것이 아닙니다. 2. 판단시점 소급효의 개념은 발명단위로 특허요건 판단을 달리하는 것이기 때문에, 발명 단위로 선출원의 지위가 달라진다고 이해하셔야 합니다. 3. X출원일에 제3자가 A 발명을 출원한 경우를 가정해 보시면 됩니다.", ,,13.09.27
특허법,조문,제63조,최후거절이유통지 함에 있어 심사실무에 있어 `분할출원 또는 변경출원의 범위를 벗어난 경우`에 관하여 입니다.,"안녕하세요 임병웅 변리사님. 항상 답변 감사드립니다. 이지특허법 10판 추록 페이지 72. 최후거절이유통지에 있어 심사실무상 구체적인 예 1) 명세서 또는 도면을 보정하여 신규사항이 추가된 경우, 기재불비가 새롭게 발생한 경우, 분할출원 또는 변경출원이 범위를 벗어나게 된 경우. 에 있어 후단 `분할출원 또는 변경출원이 범위를 벗어나게 된 경우`란, 원출원에 대한 분할출원 또는 변경출원이 있고, 이러한 분할출원 또는 변경출원에 거절이유가 존재하여 최초거절이유 통지 있은 후, 최초거절이유통지에 대응한 보정이 분할출원 또는 변경출원의 범위를 벗어난 경우를 뜻하는 것인지 궁금합니다. 또한 굳이 거절이유 중 하나인 52조 1항, 53조 1항을 언급한 이유는 원출원에 대한 분할출원, 변경출원이 범위를 벗어나 최초거절이유통지 있은 후, 그에 대응한 보정이 또다시 범위를 벗어난 경우라 할 지라도 거절결정이 아닌 최후거절이유통지 할 것을 주지 시키기 위함 이라고 생각했는데 맞는지 궁금합니다. 위와 같이 생각한 것이 틀렸다면 어떻게 이해해야 하는지도 궁금합니다.",네. 맞습니다., ,,13.09.28
특허법,조문,제61조,질문!,"특허출원인 이외의 제3자도 우선심사의 신청인이 될 수 있으며, (1) 외국인의 경우 외국에서 실시한 것을 자기 실시의 증거로 하여 우선심사를 받을 수 있고, (2) 대한민국 국민의 경우 pct에 의한 국제출원의 기초출원에 대하여 우선심사를 받을 수 있다. 여기에서 (1) 에 대하여는 맞는지는 잘 모르겠습니다. (2) 에 대하여는 국제출원의 기초출원에 대하여 우선심사를 받는 것이 아니고, 1) 상대국의 최초 특허출원을 기초로 한국에 조약에 의한 우선권을 주장한 특허출원 2) 상대국과 한국의 국내단계에 모두 진입한 우선권 주장 없는 국제출원 두 가지 사항에 대하여 받기 때문에 거짓인 것이 맞나요?? 저작자 표시컨텐츠변경비영리",(1)(2) 모두 우선심사사유 어디에도 해당하지 않습니다. 질문하신 내용은 우선심사사유 중 어떤 사유를 가지고 말씀하시는 것인가요?, ,,13.10.13
특허법,조문,"제52조, 제53조",확대된 선출원 소급효,52조와 53조에서 확선의 지위가 소급효가 되지 않는 것은 타출원일 때 뿐 아니라 임의의 경우에도 확선의 지위가 소급효 되지 않는 것인가요? pg.241 에 그림을 보면 그림에는 제3자의 출원 없이 확선이 소급효가 되지 않는 것으로 그려져 있잖아요. 그러나 pg.417에 글로 쓰인 부분에서는 '확대된 선출원에 관한 규정에서의 타출원에 해당하는 경우'로 되어 있어 타출원에 해당하는 경우로 한정되는 것인지가 궁금합니다.,타출원의 지위에서는 소급효가 인정되지 않지만 당해출원의 지위에서는 소급효가 인정됩니다., ,,13.10.15
특허법,조문,제63조,최후거절이유통지에 관하여 입니다.,"추록 p.73 최후거절이유통지에 대한 구체적인 예(각주 74.)에 관하여 [예1] 보정전 청구항 구성요소 A 및 B에 C를 부가한 장치 에 관하여 `A 및 B`라는 표현이 구성요소를 선택적으로 기재하지 않아 발명의 구성이 불분명하다는 거절이유가 있은 후, 보정후 청구항 구성요소 A 및 B에 D를 부가한 장치 로의 보정에 관하여, 이는 구성 D를 부가한 것과 관계없이 보정 전 청구항에 존재하던 거절이유로서 보정에 의해 발생한 거절이유가 아니므로 최후거절이유통지 대상이 아니다(추록). 라고 되어 있는데, 최후거절이유통지에 있어 심사실무상 구체적인 예 참고(추록 p.72) 1) 명세서 또는 도면을 보정하여 신규사항이 추가된 경우, 기재불비가 새롭게 발생한 경우, 분할출원 또는 변경출원이 범위를 벗어나게 된 경우. 그렇다면 위 예와 같은 경우 보정전 청구항과 보정후 청구항 모두 `및` 이라는 제42조 제4항 2호를 위반하는 표현이 존재하고, 이는 원거절이유에 대한 거절이유가 해소되지 않은 것이므로(=동일한 기재불비 표현), 동일한 거절이유에 대하여는 2번의 거절이유통지를 하지 않고 거절결정을 해야 할 것 같은데 거절결정 되지 않는 이유에 관하여 궁금합니다. 아니면 거절결정의 대상임을 전제로, 최후거절이유통지 대상이 아님을 주지시키기 위한 예 인지 궁금합니다.",거절결정된다는 것입니다, ,,13.10.15
특허법,조문,제63조 3,조문 질문입니다.,"조문 질문입니다. 임병웅 변리사님+_+ 67조의 3 1항에서)특허 출원인이 책임질 수 없는 사유로 다음 각 호의 어느 하나에 해당하는 기간을 지키지 못하여 특허출원이 취하되거나 특허거절결정이 확정된 것으로 인정되는 경우에는 그 사유가 소멸한 날부터 2개월 이내에 출원심사의 청구 또는 재심사의 청구를 할 수 있다. 다만, 그 기간의 만료일부터 1년이 지난 때에는 그러하지 아니하다. 1.생략 2.생략 2항에서)제1항에 따른 출원심사의 청구나 재심사의 청구가 있는 경우에는 제59조 제5항에도 불구하고 그 특허출원은 취하되지 아니한 것으로 보거나 /특허거절결정이 확정되지 아니한 것으로 본다. 라고 했기 때문에 여기서 1항의 '인정'이라는 단어가 특허출원이 취하되었다고 인정되거나/ 특허거절결정이 확정된 것으로 인정 이라고 앞뒤에 두번 걸리는 것인가요? 재심사의 청구를 할 수 있는 기간을 놓친 경우에 특허출원이 취하되는 것이 아닌 걸로 알고 있어서 갑자기 멘붕이 와서 여쭙니다 ㅠㅠ (참고 객관식 특허 기간 기일 파트 문제18번 보기5)","법 제67조의3 제1항 제1호의 경우 취하된 것으로 인정되는 것이고, 제2호의 경우 거절결정이 확정된 것으로 인정되는 것입니다.", ,,13.10.16
특허법,문제,제67조 2,재심사 관련,"이지 객관식 특허법 6판 353페이지 10번 문항의 '바'번 해설란에 ""재심사가 청구된 경우 특허거절결정은 취소된 것으로 보므로 분할출원은 할 수 없다."" 인데 특허거절결정 취소와 분할출원이 어떤 관련이 있나요? 분할출원 가능하지 않나요? 답변 부탁 드립니다. 감사합니다. 저작자 표시컨텐츠변경비영리","분할출원이 거절결정등본송달일로부터 30일 이내에 이루어지는데, 거절결정이 취소되었다면 더 이상 등본송달일로부터 30일의 기간이 존재하지 않는다는 의미입니다.", ,,13.10.20
특허법,조문,제67조 3,심사청구기간의 1년 연장 관련 질문입니다,"1항 특허출원인이 책임질 수 없는 사유로 다음 각 호의 어느 하나에 해당하는 기간을 지키지 못하여 특허출원이 취하되거나 특허거절결정이 확정된 것으로 인정되는 경우에는 그 사유가 소멸한 날부터 2개월 이내에 출원심사의 청구 또는 재심사의 청구를 할 수 있다. 다만, 그 기간의 만료일부터 1년이 지난 때에는 그러하지 아니하다 1호 : 제59조 제2항(출원일 후 5년) 또는 제3항(정당권리자,분할,변경출원)에 따라 출원심사의 청구를 할 수 있는기간 2호 : 제67조의 2 제 1항(거절결정등본 송달 30일이내) 에 따라 재심사 청구를 할 수 있는기간. 이렇게 나와있는데요 그렇다면 ""실질적으로"" 특허출원인이 책임질 수 없는 사유 발생시, 심사청구기간이 1년 더 연장되는것뿐인데 그럼 만약에, ""특허출원인이 책임질 수 없는 사유""가 몇년동안 장기간 발생할 경우엔 여지 불문하고 취하되는거 맞나요? 예를들어 2000년 10월 25일에 특허출원를 하고 (출원 공개 등등은 논외로 하고) 2005년 10월 20일에 심사 청구를 하려고 준비중이었는데 2005년 10월 1일에 갑자기 전쟁이 발발해서 ""3년간"" 특허 출원을 못하고 (2008년 10월 1일 전쟁 종료) 2008년 10월 10일에 심사 청구를 하려 한다면 5년 경과(만료일) + 3년 경과 이기 때문에 출원심사 청구를 못하는것 맞죠? 아니면, 다른 케이스로 2000년 10월 25일에 거절결정등본을 송달 받았고 2000년 11월 20일에 재심사 청구를 하려 했는데 2000년 11월 1일에 전쟁이 발발해서 ""3년간"" 특허출원을 못하고 (2003년 11월 1일 전쟁 종료) 2003년 11월 20 일에 재심사 청구하려 한다면 역시 마찬가지로 30일 경과(만료일) + 3년 경과 이므로 출원심사 청구를 못하는거 맞죠?",네, ,,13.10.22
특허법,문제,제63조 2,정보제공시기질문,"안녕하세요. 특객에 있는 05년도 변시 기출문제 중에 질문 드립니다. 갑은 자기가 한 발명 A에 대해 특허출원을 하지 않고 실시를 하고 있는 중에 그 발명과 동일한 발명에 대해 을 명의로 특허출원 및 실용신안등록이 되어 있다는 것을 특허공개공보 및 실용신안등록공보를 보고 알았다. 보기2. 갑이 을의 특허출원 전에 발명 A를 공연히 실시한 경우에는 그와 관련한 정보를 제공하여 특허를 못받게 할 수 있다. (O) 로 되어 있는데요. 문제에서 을의 A 발명이 특허출원 및 실용신안등록이 되어 있다고 했으니 A를 특허출원한 뒤 실용신안으로 변경출원하여 등록되고 난 뒤""라고 보여지는데 이미 출원계속중이 아닌 것이므로 ""정보제공하여 특허를 못받게 할 수 있다"" 는 틀린 내용이 아닌가요? 신규성 위반을 이유로 등록 된 후에 무효심판이 아닌 정보제공을 할 수 있는건지요?",기존에는 변경출원이 아니라 이중출원이라는 제도가 있었고 특허와 실용신안 모두 출원가능하였습니다, ,,13.10.29
특허법,조문,제65조,보상금청구권,1.보상금청구권을 행사하기 위해서 출원인은 손실발생해야하나요??즉 실시하고 있어야하나요??상표법에서는 요건으로 나와있어서 혹시나하는 마음에 질문드립니다 2.보상금청구권 준용규정으로 간생서공소(두문자)가 있는데 이에추가로 신용회복규정도 준용을 할수있나요?? 3.출원공개전 출원인이 출원서류 첨부해 서면으로 경고시 보상금청구의 기간은 경고시~설정등록시까지 인가요?? 출원공개시~설정등록시까지인가요?? 4.출원공개가 있어야만 보상금 청구권이 발생 할수 있나요?? 산재법이 막 섞여서 너무 혼란스럽네요ㅜ다소황당한 질의 드린것 죄송합니다ㅜ 추운날씨 감기조심하세요:D,1. No. 2. 무슨 말씀이신지? 3. 경고후부터 등록시까지입니다. 4. 네., ,,13.12.03
특허법,조문,제65조,보상금청구권 질문,보상금청구권에서 128조 손해액 추정 과 130조 과실 추정 둘다 준용되지 않는게 맞는지요>?,네. 65조 확인하세요., ,,13.12.12
특허법,조문,제68조,심사관의 제척,68조에서는 심사에 148조를 준용한다고 합니다. 149조는 준용하지 않으니까 당사자/참가인이 심사관의 제척신청을 할 순 없는건가요???,제척사유에 한해 회피가능합니다., ,,13.12.20
특허법,조문,제64조,출원공개 관련 질문입니다,"안녕하세요! 출원공개에 대해서 의문 내지 혼동이 있는 것같아 이렇게 질문드리게 되었습니다! 출원공개는 최명도의 발명이 공지되므로써 공지기술의 지위를 갖는 것으로 알고 있습니다.(교재에 나와있습니다.) Q1. 출원공개가 최명도의 발명이 공지된다는 근거는 어디서 알 수 있는것인지 궁금합니다!! (64조에는 없네요;;) 이런 쓸데없어 보이는 질문이 나오게 된건,, 보정과 관련한 문제에서 의문이 생겨버렸습니다! [특청/상세한설명]이라고 했을때 [A/ABC]를 출원하고 [AC/AC]로 보정되고 그 후에 출원공개가 된 상황에서 Q2. 왜 AC로 공개되지 않고, ABC가 공지기술의 지위를 갖게되는 것인지 궁금합니다!!",근거는 제216조입니다., ,,13.12.23
특허법,조문,제63조,최후거절이유 통지(이지p.506),"안녕하세요. 이지특허 p.506 각주 22번 [예2] 관련 질문드립니다. 해당 각주의 예시는 p.506~507 에 걸쳐있는 심사실무상 최후거절이유통지의 구체적인 예 가운데 iii) iv) 에 해당된다고 판단되는데요. 이때 '기재불비만으로 통지한 거절이유' = '최초거절이유 통지' 만을 뜻하는 건가요? 만약 최후거절이유 통지였다면 청구항확장의 결과 보정각하대상이라고 생각합니다만, 제 판단이 옳은것인지 궁금합니다. 감사합니다.",네. 최초거절이유를 말합니다, ,,13.12.30
특허법,조문,제64조,출원공개의 예외시 보상금 청구,국방상 비밀취급등 출원공개 되지 않는경우는 공개없이 보상금청구권 발생하는지요?,발생하지 않습니다., ,,14.01.06
특허법,조문,제62조,특허거절결정에 대한 출원인의 대응방향,발생하지 않습니다.아래사진 6번에서 신규사항추가로 보정이 불가한 경우 국내우주나 조약우주를 신청할수 있다고 하는데 국내우주출원이나 조약우주출원 모두 기초출원의 최명도내에서 기재하여야 판단시점효과를 기대할수 있는것 아닌가요? 그렇다면 최명도 범위 내에서 보정이 가능하다는 신규사항추가 규정과 별반 다를것이 없다는 생각이들어서요,우주시에는 새로운 사항을 추가할 수 있습니다., ,,14.01.10
특허법,조문,제63조2항,정보제공제도,정보제공은 출원계속중 할수있다고 하는데 특허결정된 경우에는 그 후에 하는건 실익이 없다고 하는데 그 이유가 뭔가요? 특허결정이 되더라도 제3자는 정보제공을 함으로써 그 특허를 거절시킬수 없는건가요? 심사는 특허결정으로인해 종료가 되고 그뒤에는 정보제공을 해도 심사관도 어쩔수 없고 그때라면 그심사관이나 이해관계있는제3자(정보제공자)는 무효심판을 청구해야하는건가요?,정보제공하는 이유가 거절결정이 내려지도록 하기 위함입니다., ,,14.01.10
특허법,조문,제62조,거절결정확정시기,1.거절결정 받은후에 불복심판을 청구했다가 심판을 취하하면 확정일이 다시 소급하여 송달후30일이되나요? 2.취하한경우 확정일을 정해야하는 실익이 있을까요? 3. 거절한다는취지의심결이 확정된때가 심판원이후라고 되어있는데 심판원의심결도 포함되나요?,1. 송달후 30일이 경과한 때로 소급하여 소멸합니다. 2. 확정일에 따라 기간계산이 달라지는 경우가 있습니다. 3. 네. 포함됩니다., ,,14.01.14
특허법,조문,제61조,우선심사신청에 관한질의,저 특허법에서 제3자가 출원공개후 특허출원된발명 실시하고 있는경우 우선심사청구가능한데 이때 특허출원된발명이라는게 특청범위내 발명을 말하는건가요? 만약 제3자가 특청범 아니고 발상설에만 기재된 내용을 실시 할경우에도 우선심사가능한가요?,아니오, ,,14.02.09
특허법,조문,제67조 2,재심사청구 가능여부에 관한 질문,제67조의 2에서 재심사에 따른 거절결정이 있거나 거절결정불복심판을 청구가 있은 때에는 재심사 청구 할 수 없다 라고 하는데요. 가령 출원 후에 (재심사청구 없이) 거절결정불복심판을 청구한 후 인용이 되어 심사관이 다시 심사해서 거절결정한 경우에 재심사 청구 가능한가요? 객관식특허에서 두 절차는 선택적 사항이므로 '동시에' 계속 될 수 없다라는 내용도 있고 재심사청구 후에 거절결정 불복심판청구는 가능해서 헷갈리네요,안됩니다, ,,14.02.20
특허법,문제,,51회 기출 문제 중 보정관련 문제에 관하여 질문드립니다.,"지문1. 출원인이 특허출원에 대한 거절이유통지를 받은 후 그 통지에 따른 의견서 제출 기간 내에 2회 이상 명세서 등의 보정서를 제출한 경우, 그 기간내 마지막 보정전의 모든 보정은 취하된 것으로 보지만, 실체심사에 대한 최초의 거절이유통지를 받기 전에 체줄된 자진보정서의 경우에는 그러하지 아니하다. -> 맞는 지문 지문2. 출원인이 특허거절결정에 대응하여 재심사를 청구하는 경우 그 청구 전에 있었던 보정각하결정에 대하여는 불복할 수 없지만, 그 재심사에 따른 특허거절결정에 대하여 불복심판을 청구한 경우 그 심판에서는 이를 다툴 수 있다. -> 틀린 지문. 옳지 않은 지문을 고르는 문제로서 아래 지문이 답이라고 가답안이 나와 있어 질무드립니다. 질문1. 지문1의 경우 예전에 질문드렸던 그대로 인대요. ( http://cafe.daum.net/ezpatent/7ZEN/1257 ) 질문시 47조1항 본문의 시기에 있어서의 보정의 경우 지문1과 같이 해석되어야 하는 것인지에 관한 질문에 관하여 47조 4항에는 그러한 내용은 존재하지 않는다고 답변을 주셨습니다. 가답안이 오답인 것인가요? 아니면 맞는 지문이고 위와 같이 해석을 하는 것이 맞는것인지 궁금합니다. 질문2. 재심사 청구시에도 그 청구 전에 있었던 보정각하결정에 대하여 불복할 수 있는 것인가요? 아래는 질문2를 하게된 논거 입니다. 지문2 전단의 경우 제 생각에는 재심사를 청구하는 것이란 거절결정의 취소 및 새로운 심사를 구하는 것이고, 보정서 제출과 함께 재심사를 청구하는 것이므로, 재심사 청구 전에 있었던 보정각하결정에 대하여는 불복이라는 것은 성립할 수 없고, 지문2 후단 `그 재심사에 따른 특허거절결정에 대하여 불복심판을 청구한 경우 그 심판에서는 이를 다툴 수 있다` 의 경우는 해석하기에 따라 i) 재심사 청구 전 심사단계에서 보정각하 존재하는 경우 (이 경우는 재심사 단계에서 의견서제출에 의해 다툴 기회가 있었으므로 거절결정불복심판시 이에 대하여 다툴 수 없다.) ii) 재심사 청구시의 보정이 보정각하 된 경우 로 나누어 지고, ii) 의 경우에 있어서는 그 보정각하에 관하여 다툴 수 있다고 생각을 하여 맞는 지문으로 생각을 하였으나 답은 틀린지문이라고 나와 질문드립니다.","1. 법 제47조 제4항은 법문 그대로 해석하면, 제1항 제1호 및 제2호의 경우에만 적용되고, 나머지는 적용되지 않기 때문에, 법조문에 그런 내용이 없다면 실무의 운영문제만 남아 있을 뿐입니다. 2. 재심사청구전 보정각하에 대해 다툴 수 있는지와 관련하여, 재심사단계에서는 가능, 심판단계에서는 불가능이기 때문에 거꾸로 얘기해야 하는 지문입니다.", ,,14.02.22
특허법,조문,제61조,우선심사 사유,14년 현재 우선심사 사유가 직무발명보상 우수 기업 선정된 기업의 특허출원 하나가 더 추가 되어서 총 16가지라고 생각하면 되나요?? 그러면 실용신안의 우선심사 사유는 14가지가 되는게 맞나요?? 그리고 직무발명보상 우수 기업 선정된 기업의 특허출원의 경우 역시 셀프 선행기술 조사가 맞습니까?,네 맞습니다, ,,14.03.25
특허법,문제,"29조 2항, 62조",진보성 거절이유 관련 질문있습니다.,"특객 p.383 6번문제 지문(자)를 보면 전체 청구항이 진보성이 없다는 거절이유와 전체 청구항의 대부분은 진보성이 있으나 일부가 진보성이 없다는 거절이유는 다른 거절이유이다. 이 지문이 틀린 지문으로 나와있습니다. 해설을 보니, 심사단계에서 출원발명 전체가 진보성이 없다는 거절이유에는 출원발명의 일부 청구항이 진보성이 없어서 거절되어야 한다는 거절이유가 당연히 포함되는 것으로 볼 수 있다고 하는 판례[특허법원 2001. 9. 13. 선고 2001허89]가 있다고 합니다. 때문에 일부 청구항에 대한 의견제출이나 보정의 기회가 충분히 부여되었다 할 것이므로 다른 거절이유라고 볼 수 없다고 합니다. 하지만 문제에서는 전체 청구항이 진보성이 없다는 거절이유와 일부가 진보성이 없다는 거절이유의 선후관계는 제시되어 있지 않으므로 전체 청구항이 진보성이 없다는 거절이유로 먼저 제시된 경우만을 따져 보아서는 두 거절이유가 같은 거절이유라고 볼 수 없는 것 아닌가요? 즉, 심사단계에서 일부가 진보성이 없다는 거절이유를 받은 후, 전체 청구항이 진보성이 없다는 거절이유를 받은 경우라면 심사단계에서 진보성이 없다는 거절이유를 받지 못한 청구항은 의견제출이나 보정의 기회가 부여되었다고 볼 수 없기 때문에 다른 거절이유 아닌가요?",생각하신 내용이 맞습니다. 동일한 거절이유인지 여부는 출원인에게 실질적인 의견서/보정서 제출기회가 부여되었는지 관점에서 보시면 됩니다., ,,14.11.02
특허법,조문,,등록금지적 효력,"특허출원의 취하포기의 효과에서 등록금지적 효력의 부분을 보면 출원공개전이면 확선으로, 공개후면 공지기술 지위로 등록금지라고 되어있고 마지막줄을 보면 취하포기된 특허출원은 선출원지위 인정이 되지 않는다고 되어있는데 이 말은 타인등록배제의 효과만 있고 출원인 자신도 이 출원에 대해서는 출원할 수 없다고 해석하면 되는건가요? 답변 부탁드리겠습니다",공개후 취하포기된 출원에 대해 동일한 발명을 재출원하면 신규성 위반으로 특허를 받을 수 없습니다., ,,14.11.10
특허법,문제,제67조의 2,재심사 청구와 불복심판청구,"객관식 386p 10번 문항 3번지문이 재심사 취지 보정서와 심판청구서가 동일자에 제출되거나 심판청구서가 이전일에 제출되는 경우 보정서를 반려한다 인데요, 동일자의 경우는 무조건 반려가 아니고 반려이유를 통지하고 출원인이 선택할 수 있으니 틀린 지문 같은데 설명부탁드립니다",반려한다는 것의 의미는 반려 이유를 통지하여 소명기회를 준다는 의미가 함축되어 있습니다. 틀린 지문이 아닙니다., ,,14.11.21
